county_name,total_county_population,median_household_income,aggregate_household_income,per_capita_income,median_family_income,poverty_status_total_population,income_below_poverty_level,poverty_white_alone_total,poverty_white_alone_below_poverty,poverty_black_alone_total,poverty_black_alone_below_poverty,poverty_hispanic_total,poverty_hispanic_below_poverty,poverty_ratio_total,poverty_ratio_under_50_pct,poverty_ratio_50_99_pct,poverty_children_under_18_total,poverty_children_under_18_below_poverty,snap_total_households,snap_received_past_12mo,public_assistance_total_households,public_assistance_received,ssi_total_households,ssi_received,health_insurance_total,health_insurance_no_coverage,medicaid_means_tested_total,medicaid_means_tested_coverage,education_total_25_plus,education_high_school_diploma,education_bachelors_degree,education_masters_degree,employment_pop_16_plus,employment_civilian_labor_force,employment_employed,employment_unemployed,disability_total_pop,disability_male_under_5_with_disability,disability_male_5_17_with_disability,disability_male_18_34_with_disability,disability_male_35_64_with_disability,disability_male_65_74_with_disability,disability_male_75_plus_with_disability,disability_female_under_5_with_disability,disability_female_5_17_with_disability,disability_female_18_34_with_disability,disability_female_35_64_with_disability,disability_female_65_74_with_disability,disability_female_75_plus_with_disability,rent_burden_total_renters,rent_burden_50_plus_pct,median_gross_rent,families_with_children_total,families_female_householder_with_children,total_population,white_alone,black_alone,asian_alone,total_population_ethnicity,hispanic_or_latino,total_households,average_household_size,total_households_composition,family_households,married_couple_family,householder_living_alone,total_population_gender,male_population,female_population,median_age,median_home_value,language_total_5_plus,language_speak_only_english,english_proficiency_total_5_plus,english_speak_not_well,nativity_total,foreign_born,vehicles_total_households,vehicles_none,mean_travel_time_to_work,veteran_total_18_plus,veteran_population,state_fips,county_fips,white_pct,black_pct,asian_pct,hispanic_pct,male_pct,female_pct,family_household_pct,snap_participation_rate,public_assistance_rate,ssi_rate,poverty_rate,uninsured_rate,medicaid_rate,child_poverty_rate,white_poverty_rate,black_poverty_rate,hispanic_poverty_rate,deep_poverty_rate,near_poverty_rate,hs_graduate_rate,bachelors_plus_rate,labor_force_participation_rate,unemployment_rate,employment_rate,disability_rate,rent_burden_severe_50_plus,single_parent_rate,veteran_rate,english_only_rate,limited_english_rate,foreign_born_rate,no_vehicle_rate,data_pulled_date,acs_year
"Woodbury County, Iowa",105526,68399,3440341400,33080,86194,102741,13876,79003,8584,4329,1222,18739,3364,102741,5741,8135,26468,4669,40299,4771,40299,1005,40299,2019,104378,29,104378,8099,67477,18996,10689,4149,81389,55409,52921,2488,104378,62,902,883,2550,1175,1113,0,351,1260,2553,1307,1790,12819,2600,913,24748,6385,105526,81084,4491,2476,105526,19087,40299,2.55,40299,25848,18249,11410,105526,52847,52679,35.9,158000,,,40299,1148,105526,10158,40299,535,,78343,4882,19,193,76.84,4.26,2.35,18.09,50.08,49.92,64.14,11.84,2.49,5.01,13.51,0.03,7.76,17.64,10.87,28.23,17.95,5.59,7.92,28.15,21.99,68.08,4.49,65.02,13.36,20.28,25.8,6.23,,2.85,9.63,1.33,2025-11-24 04:14:22,2022
"Worth County, Iowa",7417,69897,273222500,36585,87750,7290,537,6958,510,70,11,240,15,7290,244,293,1502,156,3190,268,3190,26,3190,107,7323,28,7323,353,5340,1659,732,215,6006,4129,3994,135,7323,0,67,61,189,177,94,0,71,29,165,80,150,724,77,685,1460,176,7417,7076,77,27,7417,241,3190,2.3,3190,2129,1744,909,7417,3814,3603,43.9,130600,,,3190,0,7417,32,3190,64,,5881,588,19,195,95.4,1.04,0.36,3.25,51.42,48.58,66.74,8.4,0.82,3.35,7.37,0.38,4.82,10.39,7.33,15.71,6.25,3.35,4.02,31.07,17.73,68.75,3.27,66.5,14.79,10.64,12.05,10.0,,0.0,0.43,2.01,2025-11-24 04:14:22,2022
"Wright County, Iowa",12897,58240,417879900,33964,72665,12678,1810,11289,1401,16,0,1712,651,12678,844,966,3117,603,5373,320,5373,65,5373,201,12728,3,12728,779,8838,2789,1474,287,10040,5954,5823,131,12728,0,86,94,300,192,217,0,12,75,210,147,287,1392,160,731,2951,966,12897,11503,21,28,12897,1762,5373,2.36,5373,3501,2707,1625,12897,6553,6344,41.5,105400,,,5373,194,12897,590,5373,165,,9709,769,19,197,89.19,0.16,0.22,13.66,50.81,49.19,65.16,5.96,1.21,3.74,14.28,0.02,6.12,19.35,12.41,0.0,38.03,6.66,7.62,31.56,19.93,59.3,2.2,58.0,12.73,11.49,32.73,7.92,,3.61,4.57,3.07,2025-11-24 04:14:22,2022
"Allen County, Kansas",12554,55059,324929700,27155,69781,12121,1841,11097,1503,173,12,459,198,12121,776,1065,2770,681,4981,569,4981,92,4981,442,12383,10,12383,637,8542,2581,1053,562,10087,6119,5674,445,12383,0,112,12,487,177,204,0,57,193,555,142,221,1355,230,703,2368,764,12554,11440,219,99,12554,519,4981,2.43,4981,3293,2334,1550,12554,6206,6348,41.1,95700,,,4981,12,12554,345,4981,143,,9753,747,20,001,91.13,1.74,0.79,4.13,49.43,50.57,66.11,11.42,1.85,8.87,15.19,0.08,5.14,24.58,13.54,6.94,43.14,6.4,8.79,30.22,18.91,60.66,7.27,56.25,17.44,16.97,32.26,7.66,,0.24,2.75,2.87,2025-11-24 04:14:22,2022
"Anderson County, Kansas",7799,67651,235375900,29665,79089,7625,1004,7220,936,73,28,201,117,7625,511,493,1836,230,3165,319,3165,11,3165,106,7675,21,7675,366,5228,1718,472,277,6072,3635,3514,121,7675,0,40,58,149,143,231,39,21,18,272,86,240,687,84,778,1551,218,7799,7369,77,4,7799,204,3165,2.43,3165,2205,1711,915,7799,3886,3913,39.7,141700,,,3165,29,7799,25,3165,30,73750.0,5842,370,20,003,94.49,0.99,0.05,2.62,49.83,50.17,69.67,10.08,0.35,3.35,13.17,0.27,4.77,12.53,12.96,38.36,58.21,6.7,6.47,32.86,14.33,59.86,3.33,57.87,16.9,12.23,14.06,6.33,,0.92,0.32,0.95,2025-11-24 04:14:22,2022
"Atchison County, Kansas",16309,55281,418638400,27644,70687,14839,2149,13009,1634,565,119,461,80,14839,1095,1054,3551,425,5840,642,5840,71,5840,319,16168,0,16168,639,10037,3705,1331,717,12997,8187,7822,365,16168,0,171,135,471,200,204,0,13,144,394,192,365,1741,280,771,3160,616,16309,14318,602,80,16309,531,5840,2.49,5840,3857,2805,1762,16309,7909,8400,36.1,123400,,,5840,34,16309,245,5840,129,147295.0,12647,822,20,005,87.79,3.69,0.49,3.26,48.49,51.51,66.04,10.99,1.22,5.46,14.48,0.0,3.95,11.97,12.56,21.06,17.35,7.38,7.1,36.91,20.4,62.99,4.46,60.18,14.16,16.08,19.49,6.5,,0.58,1.5,2.21,2025-11-24 04:14:22,2022
"Barber County, Kansas",4081,53774,132011300,32879,71543,3982,809,3715,789,7,0,309,163,3982,378,431,896,335,1771,83,1771,21,1771,63,4038,1,4038,87,2848,884,511,102,3232,1984,1936,48,4038,0,0,40,201,125,99,0,8,77,99,49,97,341,6,695,828,35,4081,3809,9,32,4081,312,1771,2.27,1771,1072,909,614,4081,2093,1988,42.8,83300,,,1771,11,4081,78,1771,51,,3117,205,20,007,93.33,0.22,0.78,7.65,51.29,48.71,60.53,4.69,1.19,3.56,20.32,0.02,2.15,37.39,21.24,0.0,52.75,9.49,10.82,31.04,21.52,61.39,2.42,59.9,19.69,1.76,4.23,6.58,,0.62,1.91,2.88,2025-11-24 04:14:22,2022
"Barton County, Kansas",25477,54634,730319700,31516,72172,24826,3592,21453,2639,266,52,3906,1036,24826,1705,1887,5804,1158,10055,559,10055,126,10055,645,25097,38,25097,1213,17360,4348,2657,845,20101,12928,12396,532,25097,22,180,437,695,466,541,8,39,406,730,254,576,3282,384,738,5534,1454,25477,21931,277,92,25477,4054,10055,2.48,10055,6329,4828,3322,25477,12548,12929,39.2,113200,,,10055,206,25477,1108,10055,86,172025.0,19361,1731,20,009,86.08,1.09,0.36,15.91,49.25,50.75,62.94,5.56,1.25,6.41,14.47,0.15,4.83,19.95,12.3,19.55,26.52,6.87,7.6,25.05,20.17,64.32,4.12,61.67,17.35,11.7,26.27,8.94,,2.05,4.35,0.86,2025-11-24 04:14:22,2022
"Bourbon County, Kansas",14405,55826,424119400,29328,73896,13955,1785,12715,1505,331,57,406,78,13955,596,1189,3681,599,5875,633,5875,75,5875,211,14210,13,14210,726,9399,2323,1464,607,11091,6757,6500,257,14210,0,124,196,514,261,282,0,132,206,367,134,316,1701,264,774,3442,851,14405,13024,413,63,14405,452,5875,2.38,5875,3787,2951,1726,14405,7015,7390,38.1,95600,,,5875,0,14405,159,5875,48,,10674,888,20,011,90.41,2.87,0.44,3.14,48.7,51.3,64.46,10.77,1.28,3.59,12.79,0.09,5.11,16.27,11.84,17.22,19.21,4.27,8.52,24.72,22.03,60.92,3.8,58.61,17.82,15.52,24.72,8.32,,0.0,1.1,0.82,2025-11-24 04:14:22,2022
"Brown County, Kansas",9486,55876,266932000,29646,71961,9294,1347,7706,894,84,26,532,228,9294,601,746,2327,371,3664,367,3664,46,3664,169,9373,8,9373,370,6436,2180,964,285,7340,4714,4506,208,9373,0,36,59,269,158,145,0,46,109,290,120,200,1005,109,662,2106,210,9486,7862,88,45,9486,537,3664,2.56,3664,2245,1815,1232,9486,4715,4771,41.8,108700,,,3664,6,9486,74,3664,19,,7042,610,20,013,82.88,0.93,0.47,5.66,49.7,50.3,61.27,10.02,1.26,4.61,14.49,0.09,3.95,15.94,11.6,30.95,42.86,6.47,8.03,33.87,19.41,64.22,4.41,61.39,15.28,10.85,9.97,8.66,,0.16,0.78,0.52,2025-11-24 04:14:22,2022
"Butler County, Kansas",67618,77724,2336789500,35209,94028,64314,5088,58169,4576,706,43,3452,356,64314,1974,3114,16543,1573,24760,1455,24760,484,24760,1095,64584,28,64584,2298,44550,9919,9268,4046,52693,32663,31636,1027,64584,19,609,451,1888,721,764,2,354,605,1470,892,1328,5409,1125,963,15498,1664,67618,60166,1737,925,67618,3741,24760,2.6,24760,18004,15040,5747,67618,34400,33218,38.2,181700,,,24760,22,67618,2396,24760,193,716270.0,50319,4746,20,015,88.98,2.57,1.37,5.53,50.87,49.13,72.71,5.88,1.95,4.42,7.91,0.04,3.56,9.51,7.87,6.09,10.31,3.07,4.84,22.26,29.89,61.99,3.14,60.04,14.09,20.8,10.74,9.43,,0.09,3.54,0.78,2025-11-24 04:14:22,2022
"Chase County, Kansas",2570,52481,80944700,32022,65543,2467,216,2282,210,4,0,124,17,2467,69,147,550,58,1065,82,1065,37,1065,23,2467,8,2467,143,1817,567,374,89,2091,1180,1166,14,2467,6,32,20,47,38,46,0,16,8,55,15,43,292,17,602,441,48,2570,2337,13,2,2570,171,1065,2.32,1065,706,565,325,2570,1322,1248,44.1,108300,,,1065,5,2570,93,1065,16,23160.0,2020,165,20,017,90.93,0.51,0.08,6.65,51.44,48.56,66.29,7.7,3.47,2.16,8.76,0.32,5.8,10.55,9.2,0.0,13.71,2.8,5.96,31.21,25.48,56.43,1.19,55.76,13.21,5.82,10.88,8.17,,0.47,3.62,1.5,2025-11-24 04:14:22,2022
"Chautauqua County, Kansas",3389,51210,89687500,28267,57717,3339,587,2797,409,31,25,152,74,3339,128,459,779,176,1323,150,1323,15,1323,86,3339,18,3339,178,2411,738,278,88,2669,1404,1325,79,3339,3,33,59,152,71,87,0,34,46,115,58,79,247,26,740,719,160,3389,2845,31,14,3389,152,1323,2.5,1323,888,724,375,3389,1763,1626,45.9,58400,,,1323,0,3389,24,1323,12,27465.0,2609,237,20,019,83.95,0.91,0.41,4.49,52.02,47.98,67.12,11.34,1.13,6.5,17.58,0.54,5.33,22.59,14.62,80.65,48.68,3.83,13.75,30.61,15.18,52.6,5.63,49.64,22.07,10.53,22.25,9.08,,0.0,0.71,0.91,2025-11-24 04:14:22,2022
"Cherokee County, Kansas",19380,53382,482987300,26832,68415,19091,2615,16954,2209,163,91,623,199,19091,1120,1495,4330,461,7533,937,7533,155,7533,787,19193,45,19193,912,13410,3937,1750,756,15418,8913,8711,202,19193,0,189,233,802,412,364,0,99,256,895,352,411,2147,397,743,4053,585,19380,17212,169,53,19380,627,7533,2.54,7533,4900,3900,2196,19380,9485,9895,42.4,91800,,,7533,11,19380,153,7533,182,162530.0,14889,1090,20,021,88.81,0.87,0.27,3.24,48.94,51.06,65.05,12.44,2.06,10.45,13.7,0.23,4.75,10.65,13.03,55.83,31.94,5.87,7.83,29.36,18.69,57.81,2.27,56.5,20.91,18.49,14.43,7.32,,0.15,0.79,2.42,2025-11-24 04:14:22,2022
"Cheyenne County, Kansas",2619,52730,86502000,34829,70938,2572,392,2331,344,0,0,195,44,2572,221,171,551,137,1207,26,1207,10,1207,30,2577,0,2577,79,1882,512,327,77,2113,1307,1284,23,2577,0,0,12,70,83,89,0,6,0,77,14,61,252,30,673,541,111,2619,2377,1,0,2619,196,1207,2.14,1207,603,483,573,2619,1373,1246,43.0,114700,,,1207,11,2619,143,1207,13,14760.0,2057,108,20,023,90.76,0.04,0.0,7.48,52.42,47.58,49.96,2.15,0.83,2.49,15.24,0.0,3.07,24.86,14.76,,22.56,8.59,6.65,27.21,21.47,61.86,1.76,60.77,15.99,11.9,20.52,5.25,,0.91,5.46,1.08,2025-11-24 04:14:22,2022
"Clark County, Kansas",1977,58287,57120100,30253,71458,1874,220,1634,211,0,0,126,0,1874,115,105,456,80,807,47,807,9,807,41,1920,0,1920,70,1355,324,287,51,1541,956,946,10,1920,0,17,17,66,38,69,0,0,9,46,16,59,212,16,798,433,81,1977,1721,0,18,1977,142,807,2.38,807,484,397,266,1977,1017,960,46.3,78500,,,807,0,1977,26,807,22,15090.0,1475,178,20,025,87.05,0.0,0.91,7.18,51.44,48.56,59.98,5.82,1.12,5.08,11.74,0.0,3.65,17.54,12.91,,0.0,6.14,5.6,23.91,24.94,62.04,1.05,61.39,17.55,7.55,18.71,12.07,,0.0,1.32,2.73,2025-11-24 04:14:22,2022
"Clay County, Kansas",8088,57765,256193000,32628,75615,7918,899,7546,852,147,0,243,31,7918,194,705,1889,309,3570,129,3570,26,3570,127,7830,6,7830,281,5667,1732,1005,398,6382,3847,3794,53,7830,0,69,103,228,169,129,0,6,67,268,63,360,1021,132,750,1844,246,8088,7702,150,32,8088,257,3570,2.22,3570,2219,1769,1166,8088,4113,3975,43.1,136600,,,3570,0,8088,50,3570,78,,6099,951,20,027,95.23,1.85,0.4,3.18,50.85,49.15,62.16,3.61,0.73,3.56,11.35,0.08,3.59,16.36,11.29,0.0,12.76,2.45,8.9,30.56,24.76,60.28,1.38,59.45,18.67,12.93,13.34,15.59,,0.0,0.62,2.18,2025-11-24 04:14:22,2022
"Cloud County, Kansas",9008,51197,245794500,28318,70504,8569,1024,7998,811,78,41,293,83,8569,450,574,1988,192,3677,162,3677,7,3677,124,8775,7,8775,358,5961,1723,860,399,7147,4359,4156,203,8775,0,21,138,189,130,123,0,41,65,209,81,162,1079,146,713,1914,299,9008,8421,78,0,9008,347,3677,2.33,3677,2131,1728,1348,9008,4653,4355,38.8,91100,,,3677,12,9008,273,3677,25,,6912,502,20,029,93.48,0.87,0.0,3.85,51.65,48.35,57.95,4.41,0.19,3.37,11.95,0.08,4.08,9.66,10.14,52.56,28.33,5.25,6.7,28.9,21.12,60.99,4.66,58.15,13.21,13.53,15.62,7.26,,0.33,3.03,0.68,2025-11-24 04:14:22,2022
"Coffey County, Kansas",8334,67645,297645100,35984,85096,8209,923,7764,885,28,6,274,104,8209,462,461,1789,229,3543,286,3543,62,3543,159,8207,12,8207,328,5894,1635,907,366,6775,4182,3961,221,8207,8,62,97,255,88,181,0,62,71,289,129,176,867,87,813,1636,370,8334,7862,40,46,8334,290,3543,2.31,3543,2427,1804,938,8334,4191,4143,43.9,131200,,,3543,25,8334,73,3543,72,,6487,766,20,031,94.34,0.48,0.55,3.48,50.29,49.71,68.5,8.07,1.75,4.49,11.24,0.15,4.0,12.8,11.4,21.43,37.96,5.63,5.62,27.74,21.6,61.73,5.28,58.46,17.28,10.03,22.62,11.81,,0.71,0.88,2.03,2025-11-24 04:14:22,2022
"Comanche County, Kansas",1825,49754,54683900,30989,84583,1746,152,1710,148,3,0,41,0,1746,42,110,398,45,827,33,827,5,827,13,1760,3,1760,22,1305,363,222,39,1460,913,878,35,1760,0,8,6,32,26,31,0,0,2,55,57,106,218,19,635,378,50,1825,1782,3,0,1825,48,827,2.13,827,440,363,368,1825,914,911,46.8,63800,,,827,0,1825,14,827,1,,1413,78,20,033,97.64,0.16,0.0,2.63,50.08,49.92,53.2,3.99,0.6,1.57,8.71,0.17,1.25,11.31,8.65,0.0,0.0,2.41,6.3,27.82,20.0,62.53,3.83,60.14,18.35,8.72,13.23,5.52,,0.0,0.77,0.12,2025-11-24 04:14:22,2022
"Cowley County, Kansas",34661,55726,980736900,29977,71825,32375,4519,27155,3405,530,189,3822,748,32375,1840,2679,7882,1414,13091,1416,13091,409,13091,669,33522,33,33522,1585,22925,5373,3620,1644,27471,16136,15273,863,33522,40,351,539,1158,697,404,2,214,443,1289,381,772,3817,648,776,7043,1956,34661,29043,718,619,34661,4020,13091,2.47,13091,8163,5994,4313,34661,17550,17111,38.1,104000,,,13091,92,34661,1398,13091,127,,26518,2309,20,035,83.79,2.07,1.79,11.6,50.63,49.37,62.36,10.82,3.12,5.11,13.96,0.1,4.73,17.94,12.54,35.66,19.57,5.68,8.27,23.44,22.96,58.74,5.35,55.6,18.76,16.98,27.77,8.71,,0.7,4.03,0.97,2025-11-24 04:14:22,2022
"Crawford County, Kansas",39012,49779,1060320600,28530,64991,37038,7742,33427,6261,658,227,2339,410,37038,3335,4407,8249,1976,15806,1801,15806,385,15806,928,38460,64,38460,2012,23276,5891,4567,2132,31438,20326,19531,795,38460,40,190,374,1310,539,507,35,155,566,1298,399,726,6530,1457,821,7664,2260,39012,35162,819,676,39012,2502,15806,2.35,15806,9523,6769,5006,39012,19945,19067,32.9,114100,,,15806,0,39012,1040,15806,240,306380.0,30373,1746,20,037,90.13,2.1,1.73,6.41,51.13,48.87,60.25,11.39,2.44,5.87,20.9,0.17,5.23,23.95,18.73,34.5,17.53,9.0,11.9,25.31,28.78,64.65,3.91,62.13,15.96,22.31,29.49,5.75,,0.0,2.67,1.52,2025-11-24 04:14:22,2022
"Decatur County, Kansas",2771,49412,89641700,33767,71300,2686,329,2552,284,25,0,100,29,2686,161,168,534,98,1324,78,1324,16,1324,116,2721,0,2721,45,2103,596,444,39,2259,1376,1308,68,2721,0,18,18,106,62,71,0,8,22,109,32,45,258,24,700,534,54,2771,2633,29,4,2771,101,1324,2.06,1324,714,617,537,2771,1407,1364,50.6,76100,,,1324,3,2771,16,1324,20,,2194,125,20,039,95.02,1.05,0.14,3.64,50.78,49.22,53.93,5.89,1.21,8.76,12.25,0.0,1.65,18.35,11.13,0.0,29.0,5.99,6.25,28.34,22.97,60.91,4.94,57.9,18.04,9.3,10.11,5.7,,0.23,0.58,1.51,2025-11-24 04:14:22,2022
"Dickinson County, Kansas",18492,62971,640785600,35615,78323,18109,1601,16685,1355,197,0,939,228,18109,599,1002,4140,450,7903,477,7903,135,7903,394,18159,193,18159,546,13007,3653,2186,665,14748,9149,8870,279,18159,0,173,140,621,310,277,10,36,191,454,208,532,1962,297,755,3823,562,18492,17007,221,129,18492,979,7903,2.3,7903,5075,4069,2572,18492,9403,9089,41.8,137000,,,7903,19,18492,236,7903,152,,14217,1725,20,041,91.97,1.2,0.7,5.29,50.85,49.15,64.22,6.04,1.71,4.99,8.84,1.06,3.01,10.87,8.12,0.0,24.28,3.31,5.53,28.08,21.92,62.04,3.05,60.14,16.26,15.14,14.7,12.13,,0.24,1.28,1.92,2025-11-24 04:14:22,2022
"Doniphan County, Kansas",7501,66358,212322900,31314,81755,6717,768,6453,730,63,12,155,55,6717,265,503,1420,146,2735,180,2735,35,2735,125,7404,27,7404,225,4920,1453,543,246,6228,3781,3721,60,7404,0,42,72,142,117,124,0,8,29,170,30,167,545,117,733,1294,182,7501,6830,361,8,7501,224,2735,2.47,2735,1873,1518,761,7501,3884,3617,41.9,116400,,,2735,0,7501,94,2735,35,,6036,367,20,043,91.05,4.81,0.11,2.99,51.78,48.22,68.48,6.58,1.28,4.57,11.43,0.36,3.04,10.28,11.31,19.05,35.48,3.95,7.49,29.53,16.04,60.71,1.59,59.75,12.17,21.47,14.06,6.08,,0.0,1.25,1.28,2025-11-24 04:14:22,2022
"Douglas County, Kansas",119094,66153,4439050200,37261,101379,110618,18017,88744,13114,4500,1161,7183,1465,110618,11131,6886,20691,1877,49605,2478,49605,772,49605,1065,118392,229,118392,3002,69746,11364,20252,10893,99980,70164,66803,3361,118392,0,834,1711,1854,1194,1067,8,319,2400,2137,864,1184,24601,6779,1041,19620,3740,119094,94930,5101,5873,119094,7950,49605,2.22,49605,25673,20631,15494,119094,59385,59709,30.7,259500,,,49605,364,119094,7658,49605,372,1172220.0,97752,5297,20,045,79.71,4.28,4.93,6.68,49.86,50.14,51.75,5.0,1.56,2.15,16.29,0.19,2.54,9.07,14.78,25.8,20.4,10.06,6.23,16.29,44.65,70.18,4.79,66.82,11.46,27.56,19.06,5.42,,0.73,6.43,0.75,2025-11-24 04:14:22,2022
"Edwards County, Kansas",2849,52750,86470600,31368,76989,2777,378,2445,277,2,1,601,195,2777,132,246,641,114,1225,77,1225,12,1225,34,2775,0,2775,85,2069,626,280,64,2275,1414,1359,55,2775,0,0,42,68,47,60,0,17,10,91,10,94,262,33,715,589,182,2849,2503,10,14,2849,610,1225,2.26,1225,755,553,443,2849,1404,1445,43.8,65500,,,1225,66,2849,269,1225,38,25845.0,2204,153,20,047,87.86,0.35,0.49,21.41,49.28,50.72,61.63,6.29,0.98,2.78,13.61,0.0,3.06,17.78,11.33,50.0,32.45,4.75,8.86,30.26,16.63,62.15,3.89,59.74,15.82,12.6,30.9,6.94,,5.39,9.44,3.1,2025-11-24 04:14:22,2022
"Elk County, Kansas",2453,50000,68108600,28159,65701,2443,362,2260,347,0,0,113,16,2443,168,194,557,97,1028,101,1028,20,1028,58,2443,16,2443,122,1784,520,225,94,1978,993,955,38,2443,0,18,14,110,39,96,0,14,31,129,39,98,229,25,554,487,98,2453,2267,2,11,2453,116,1028,2.37,1028,679,566,326,2453,1245,1208,50.4,57100,,,1028,0,2453,21,1028,27,28100.0,1896,155,20,049,92.42,0.08,0.45,4.73,50.75,49.25,66.05,9.82,1.95,5.64,14.82,0.65,4.99,17.41,15.35,,14.16,6.88,7.94,29.15,17.88,50.2,3.83,48.28,24.07,10.92,20.12,8.18,,0.0,0.86,2.63,2025-11-24 04:14:22,2022
"Ellis County, Kansas",28921,59665,1061284200,37217,86484,27619,4223,25109,3508,296,216,1771,619,27619,1750,2473,5927,643,11958,742,11958,152,11958,341,28712,3,28712,946,17428,4172,4187,1659,23473,17286,16719,567,28712,0,105,429,566,318,421,83,107,397,445,237,532,4623,1180,864,5590,918,28921,26212,381,452,28921,1861,11958,2.3,11958,6802,5546,3821,28921,14463,14458,32.9,199100,,,11958,0,28921,841,11958,94,,22985,1053,20,051,90.63,1.32,1.56,6.43,50.01,49.99,56.88,6.21,1.27,2.85,15.29,0.01,3.29,10.85,13.97,72.97,34.95,6.34,8.95,23.94,33.54,73.64,3.28,71.23,12.68,25.52,16.42,4.58,,0.0,2.91,0.79,2025-11-24 04:14:22,2022
"Ellsworth County, Kansas",6374,59844,174433600,29968,78833,5385,471,4858,424,41,5,263,35,5385,209,262,1148,123,2305,143,2305,33,2305,76,5385,0,5385,226,4765,1341,666,255,5354,2734,2638,96,5385,0,114,35,177,114,91,3,35,16,122,52,155,428,37,675,1090,106,6374,5601,205,22,6374,392,2305,2.33,2305,1494,1322,741,6374,3578,2796,43.1,109400,,,2305,0,6374,77,2305,39,47500.0,5212,516,20,053,87.87,3.22,0.35,6.15,56.13,43.87,64.82,6.2,1.43,3.3,8.75,0.0,4.2,10.71,8.73,12.2,13.31,3.88,4.87,28.14,19.33,51.06,3.51,49.27,16.97,8.64,9.72,9.9,,0.0,1.21,1.69,2025-11-24 04:14:22,2022
"Finney County, Kansas",38187,68481,1110916600,29805,82562,37357,4791,23073,2935,1602,397,19289,3260,37357,2470,2321,11117,1884,13021,1428,13021,199,13021,421,37915,100,37915,2510,22570,4002,2784,1026,28102,19749,18692,1057,37915,38,313,428,938,398,460,0,164,346,711,498,625,4547,669,964,9400,2431,38187,23521,1702,1642,38187,19517,13021,2.88,13021,9111,6458,3227,38187,19697,18490,31.9,183900,,,13021,1321,38187,8385,13021,229,258530.0,26738,1013,20,055,61.59,4.46,4.3,51.11,51.58,48.42,69.97,10.97,1.53,3.23,12.82,0.26,6.62,16.95,12.72,24.78,16.9,6.61,6.21,17.73,16.88,70.28,5.35,66.51,12.97,14.71,25.86,3.79,,10.15,21.96,1.76,2025-11-24 04:14:22,2022
"Ford County, Kansas",34212,67997,946492200,28502,78430,33339,3959,22210,1964,761,101,19007,3144,33339,1774,2185,9785,1516,11676,912,11676,278,11676,281,33789,131,33789,1906,20445,4426,2581,1170,25230,17739,17165,574,33789,0,217,224,934,229,291,0,58,182,844,349,416,4165,308,948,8986,2147,34212,22802,849,468,34212,19322,11676,2.87,11676,8133,5828,2914,34212,17709,16503,32.6,121500,,,11676,1063,34212,7785,11676,160,213815.0,24059,860,20,057,66.65,2.48,1.37,56.48,51.76,48.24,69.66,7.81,2.38,2.41,11.87,0.39,5.64,15.49,8.84,13.27,16.54,5.32,6.55,21.65,18.35,70.31,3.24,68.03,11.08,7.39,23.89,3.57,,9.1,22.76,1.37,2025-11-24 04:14:22,2022
"Franklin County, Kansas",25968,68217,832737200,32997,83788,25194,2100,23295,1902,140,17,1120,186,25194,781,1319,5812,310,10185,732,10185,267,10185,498,25774,27,25774,793,17609,5629,2586,1393,20706,13456,13107,349,25774,5,205,233,656,504,446,0,135,327,827,408,504,2706,528,882,5388,679,25968,23846,167,132,25968,1199,10185,2.48,10185,7245,6005,2505,25968,13000,12968,40.2,175500,,,10185,112,25968,626,10185,115,,19876,2119,20,059,91.83,0.64,0.51,4.62,50.06,49.94,71.13,7.19,2.62,4.89,8.34,0.1,3.08,5.33,8.16,12.14,16.61,3.1,5.24,31.97,22.6,64.99,2.59,63.3,16.49,19.51,12.6,10.66,,1.1,2.41,1.13,2025-11-24 04:14:22,2022
"Geary County, Kansas",36247,57992,925115100,27030,65491,35147,6544,21633,3178,5947,1513,5948,1325,35147,3214,3330,11099,3160,13512,1067,13512,322,13512,232,31314,122,31314,1408,19547,4292,2830,1561,25750,13856,13229,627,31314,25,323,347,901,218,304,14,107,415,939,338,276,7699,1274,1132,10619,2934,36247,22400,6192,1143,36247,6086,13512,2.61,13512,9482,6855,3287,36247,19277,16970,26.6,162400,,,13512,329,36247,2671,13512,103,298175.0,20273,4551,20,061,61.8,17.08,3.15,16.79,53.18,46.82,70.17,7.9,2.38,1.72,18.62,0.39,4.5,28.47,14.69,25.44,22.28,9.14,9.47,21.96,22.46,53.81,4.53,51.37,13.43,16.55,27.63,22.45,,2.43,7.37,0.76,2025-11-24 04:14:22,2022
"Gove County, Kansas",2758,59417,90334800,33295,78833,2707,173,2575,136,20,13,64,14,2707,99,74,712,26,1182,42,1182,4,1182,14,2713,9,2713,137,1883,653,287,54,2107,1341,1297,44,2713,2,34,20,55,56,60,3,2,11,49,34,82,258,32,726,682,68,2758,2625,21,30,2758,64,1182,2.29,1182,728,663,430,2758,1402,1356,42.1,112800,,,1182,0,2758,37,1182,7,18600.0,2036,162,20,063,95.18,0.76,1.09,2.32,50.83,49.17,61.59,3.55,0.34,1.18,6.39,0.33,5.05,3.65,5.28,65.0,21.88,3.66,2.73,34.68,18.11,63.64,3.28,61.56,15.04,12.4,9.97,7.96,,0.0,1.34,0.59,2025-11-24 04:14:22,2022
